type	typelevel	typeclass	main_type	sac	area_subtype_sac	area_polygons_subtype_sac	n_polygons_subtype_sac	prop_subtype_sac	area_subtype	area_polygons_subtype	n_polygons_subtype	prop_subtype	area_type_sac	area_polygons_sac	n_polygons_sac	prop_type_sac	area_type	area_polygons	n_polygons	prop_type	area_type_insac	prop_type_insac	sample_type	extra_subtype	n_infinite_flanders	n_infinite_sac	n_infinite_subtype	N	N_sac	N_subtype	n_finite_flanders_tot	n_finite_flanders	n_finite_sac_tot	n_finite_sac	n_finite_subtype_tot	n_finite_subtype	n_extra_sac	n_extra_subtype
22	2	2	13	1	7.87329293001136	14.0303626467165	49	0.561161042537552	7.8969034246095	14.0539731413147	50	0.561898286356822	47.7815164785389	72.9918663854432	193	0.654614258336981	47.8646806677829	73.2139891955274	195	0.653764139800579	47.7815164785389	0.998262514487014	1	0	80	80	0	467.428522146317	466.616371860732	77.1181975059522	68.4339858849687	11.2567515279232	68.4167698662584	11.2735072090935	0	0	0.0167556811702507	0
23	2	2	13	0	0.0595536946458182	0.198512315486061	1	0.3	39.9677772431734	59.1600160542128	145	0.675587667294544	0.0831641892439614	0.222122810084204	2	0.37440634400598	47.8646806677829	73.2139891955274	195	0.653764139800579	47.7815164785389	0.998262514487014	1	1	80	80	40	467.428522146317	0.81215028558556	390.310324640365	68.4339858849687	0.0851462214294647	0	0	36.3662648893739	0.0541872874604411	0	0
23	2	2	13	1	39.9082235485276	58.9615037387267	144	0.676852200469156	39.9677772431734	59.1600160542128	145	0.675587667294544	47.7815164785389	72.9918663854432	193	0.654614258336981	47.8646806677829	73.2139891955274	195	0.653764139800579	47.7815164785389	0.998262514487014	1	1	80	80	40	467.428522146317	466.616371860732	390.310324640365	68.4339858849687	57.0583312979745	68.4167698662584	57.1432626571649	36.3662648893739	36.3120776019134	0.0849313591904348	0
24	1	3	14	0	341.442749993343	485.88193975847	278	0.702727807012281	2422.08879553184	3022.39711587971	2078	0.801380064454851	341.442749993343	485.88193975847	278	0.702727807012281	2422.08879553184	3022.39711587971	2078	0.801380064454851	2080.64604553849	0.859029631521676	1	0	80	80	0	23653.2108938656	3334.40185540374	23653.2108938656	79.7336952706065	11.2400884024358	0	0	0	0	0	0
24	1	3	14	1	2080.64604553849	2536.51517612124	1800	0.82027738888602	2422.08879553184	3022.39711587971	2078	0.801380064454851	2080.64604553849	2536.51517612124	1800	0.82027738888602	2422.08879553184	3022.39711587971	2078	0.801380064454851	2080.64604553849	0.859029631521676	1	0	80	80	0	23653.2108938656	20318.8090384618	23653.2108938656	79.7336952706065	68.4936068681707	79.6901628018929	79.6901628018929	0	0	11.1965559337222	0
25	1	3	15	0	23.2425837884246	46.5933291257297	49	0.498839302203662	36.0139842941453	61.8230691160077	77	0.582533103081101	234.976238015158	393.249480849242	296	0.597524598144961	1077.21184146285	1646.73358742442	1201	0.654150646886162	842.235603447695	0.781866269037611	1	0	80	80	0	10519.6468892857	2294.68982436677	351.699065372513	79.4036974657219	1.71326290746257	0	0	0	0	0	0
25	1	3	15	1	12.7714005057208	15.2297399902779	28	0.838582964244532	36.0139842941453	61.8230691160077	77	0.582533103081101	842.235603447695	1253.48410657518	905	0.671915662137025	1077.21184146285	1646.73358742442	1201	0.654150646886162	842.235603447695	0.781866269037611	1	0	80	80	0	10519.6468892857	8224.9570649189	351.699065372513	79.4036974657219	0.941408535383974	79.2389170668163	1.20155445977029	0	0	0.260145924386319	0
26	2	3	15	0	202.192539995519	324.512499440589	212	0.623065491603771	925.25064054892	1362.06849951663	862	0.67929817103712	234.976238015158	393.249480849242	296	0.597524598144961	1077.21184146285	1646.73358742442	1201	0.654150646886162	842.235603447695	0.781866269037611	1	1	80	80	40	10519.6468892857	2294.68982436677	9035.65078661054	79.4036974657219	14.9040649737266	0	0	39.8280925584154	8.70352620646131	0	0
26	2	3	15	1	723.058100553401	1037.55600007604	650	0.696885855318084	925.25064054892	1362.06849951663	862	0.67929817103712	842.235603447695	1253.48410657518	905	0.671915662137025	1077.21184146285	1646.73358742442	1201	0.654150646886162	842.235603447695	0.781866269037611	1	1	80	80	40	10519.6468892857	8224.9570649189	9035.65078661054	79.4036974657219	53.2982320251087	79.2389170668163	68.0265006961306	39.8280925584154	31.1245663519541	14.7282686710219	0
27	2	3	15	0	9.54111423121407	22.1436522829231	35	0.430873557320625	115.947216619788	222.842018791781	262	0.52031128262272	234.976238015158	393.249480849242	296	0.597524598144961	1077.21184146285	1646.73358742442	1201	0.654150646886162	842.235603447695	0.781866269037611	1	1	80	80	40	10519.6468892857	2294.68982436677	1132.29703730262	79.4036974657219	0.703296899217516	0	0	38.6681431350731	3.18194072713691	0	2.47864382791939
27	2	3	15	1	106.406102388574	200.698366508858	227	0.530179214905954	115.947216619788	222.842018791781	262	0.52031128262272	842.235603447695	1253.48410657518	905	0.671915662137025	1077.21184146285	1646.73358742442	1201	0.654150646886162	842.235603447695	0.781866269037611	1	1	80	80	40	10519.6468892857	8224.9570649189	1132.29703730262	79.4036974657219	7.8434321248225	79.2389170668163	10.0108619109154	38.6681431350731	35.4862024079362	2.16742978609288	25.4753404970208
38	1	5	24	0	62.2465600344985	92.0791766046982	149	0.676011258242751	1851.05045007442	2367.30926136461	2841	0.781921686483583	62.2465600344985	92.0791766046982	149	0.676011258242751	1851.05045007442	2367.30926136461	2841	0.781921686483583	1788.80389003992	0.966372304962301	1	0	80	80	0	18076.664551508	607.876562836899	18076.664551508	79.6518992746275	2.67850977798071	0	0	0	0	0	0
38	1	5	24	1	1788.80389003992	2275.23008475991	2692	0.786207910145791	1851.05045007442	2367.30926136461	2841	0.781921686483583	1788.80389003992	2275.23008475991	2692	0.786207910145791	1851.05045007442	2367.30926136461	2841	0.781921686483583	1788.80389003992	0.966372304962301	1	0	80	80	0	18076.664551508	17468.7879886711	18076.664551508	79.6518992746275	76.9733894966468	79.6398406452095	79.6398406452095	0	0	2.66645114856274	0
39	1	5	25	0	637.032045427527	911.455188420959	945	0.698917569969783	4354.83039577413	5167.99874451591	4203	0.842653145068063	637.032045427527	911.455188420959	945	0.698917569969783	4354.83039577413	5167.99874451591	4203	0.842653145068063	3717.7983503466	0.853718288077144	1	0	80	80	0	42527.6405837317	6221.0160686282	42527.6405837317	79.8516663150764	11.680838448462	0	0	0	0	0	0
39	1	5	25	1	3717.7983503466	4256.54355609495	3258	0.873431294981836	4354.83039577413	5167.99874451591	4203	0.842653145068063	3717.7983503466	4256.54355609495	3258	0.873431294981836	4354.83039577413	5167.99874451591	4203	0.842653145068063	3717.7983503466	0.853718288077144	1	0	80	80	0	42527.6405837317	36306.6245151035	42527.6405837317	79.8516663150764	68.1708278666144	79.8263050288617	79.8263050288617	0	0	11.6554771622473	0
42	1	6	28	0	11.8595714655413	11.8595714655413	2	1	24.5911982198933	27.6296239273008	13	0.890030146070674	11.8595714655413	11.8595714655413	2	1	24.5911982198933	27.6296239273008	13	0.890030146070674	12.731626754352	0.51773104508802	0	0	0	0	0	240.148420116146	115.816127593177	240.148420116146	0	0	0	0	0	0	0	0
42	1	6	28	1	12.731626754352	15.7700524617595	11	0.807329384935446	24.5911982198933	27.6296239273008	13	0.890030146070674	12.731626754352	15.7700524617595	11	0.807329384935446	24.5911982198933	27.6296239273008	13	0.890030146070674	12.731626754352	0.51773104508802	0	0	0	0	0	240.148420116146	124.332292522969	240.148420116146	0	0	0	0	0	0	0	0
45	1	7	29	0	9.43429463568663	13.2859333044882	6	0.71009649224263	13.4467375654912	28.4305124903728	18	0.472968525278767	9.43429463568663	13.2859333044882	6	0.71009649224263	13.4467375654912	28.4305124903728	18	0.472968525278767	4.01244292980455	0.298395273222393	0	0	0	0	0	131.315796538	92.1317835516272	131.315796538	0	0	0	0	0	0	0	0
45	1	7	29	1	4.01244292980455	15.1445791858845	12	0.264942517091815	13.4467375654912	28.4305124903728	18	0.472968525278767	4.01244292980455	15.1445791858845	12	0.264942517091815	13.4467375654912	28.4305124903728	18	0.472968525278767	4.01244292980455	0.298395273222393	0	0	0	0	0	131.315796538	39.1840129863726	131.315796538	0	0	0	0	0	0	0	0
47	2	7	30	0	2.88597004485853	3.71900328815398	5	0.776006317082621	3.34557830161928	4.50159270930036	11	0.743198800439511	3.22010002363514	4.17140023307158	7	0.771947030665058	4.27117631143353	7.14914995083146	18	0.597438344531686	1.05107628779839	0.246085904949595	0	0	0	0	0	41.7107061663431	31.4462892933119	32.6716631017508	0	0	0	0	0	0	0	0
47	2	7	30	1	0.459608256760748	0.782589421146378	6	0.587291681105898	3.34557830161928	4.50159270930036	11	0.743198800439511	1.05107628779839	2.97774971775987	11	0.352976706379844	4.27117631143353	7.14914995083146	18	0.597438344531686	1.05107628779839	0.246085904949595	0	0	0	0	0	41.7107061663431	10.2644168730312	32.6716631017508	0	0	0	0	0	0	0	0
48	2	7	30	0	0.334129978776609	0.452396944917599	2	0.738577000862525	0.925598009814253	2.64755724153109	7	0.349604531790586	3.22010002363514	4.17140023307158	7	0.771947030665058	4.27117631143353	7.14914995083146	18	0.597438344531686	1.05107628779839	0.246085904949595	0	0	0	0	0	41.7107061663431	31.4462892933119	9.03904306459231	0	0	0	0	0	0	0	0
48	2	7	30	1	0.591468031037644	2.1951602966135	5	0.269441840739426	0.925598009814253	2.64755724153109	7	0.349604531790586	1.05107628779839	2.97774971775987	11	0.352976706379844	4.27117631143353	7.14914995083146	18	0.597438344531686	1.05107628779839	0.246085904949595	0	0	0	0	0	41.7107061663431	10.2644168730312	9.03904306459231	0	0	0	0	0	0	0	0
49	1	7	31	0	36.1698622029041	50.6395744922768	52	0.714260784486262	52.4552211765139	82.9928032762109	110	0.632045419672548	205.289081947686	361.925345479555	494	0.567213886818773	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	0	80	80	0	7012.64554007462	2004.77619089537	512.258019301894	79.1088105060686	3.98464710148521	0	0	0	0	0	0
49	1	7	31	1	16.2853589736098	32.353228783934	58	0.503361166280157	52.4552211765139	82.9928032762109	110	0.632045419672548	512.805821355955	922.956871894821	1261	0.555611900156472	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	0	80	80	0	7012.64554007462	5007.86934917925	512.258019301894	79.1088105060686	1.7940739742611	78.7575855469888	2.50113298077637	0	0	0.707059006515273	0
50	2	7	31	0	77.9049759911633	156.037773929975	253	0.49926997821774	239.369725352364	446.82288584222	611	0.535715006855958	205.289081947686	361.925345479555	494	0.567213886818773	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	1	80	80	40	7012.64554007462	2004.77619089537	2337.59497414418	79.1088105060686	8.58238925636657	0	0	39.3435987128763	12.8047191791722	0	4.2223299228056
50	2	7	31	1	161.464749361201	290.785111912245	358	0.555271720410254	239.369725352364	446.82288584222	611	0.535715006855958	512.805821355955	922.956871894821	1261	0.555611900156472	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	1	80	80	40	7012.64554007462	5007.86934917925	2337.59497414418	79.1088105060686	17.7877383641922	78.7575855469888	24.798029353514	39.3435987128763	26.5388795337041	7.01029098932183	1.74085018019005
51	2	7	31	0	15.4630903638408	27.7074288009229	46	0.558084637695641	145.574884125673	241.54998558653	412	0.602669810855871	205.289081947686	361.925345479555	494	0.567213886818773	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	1	80	80	40	7012.64554007462	2004.77619089537	1421.62972778977	79.1088105060686	1.70348888399512	0	0	38.9319675135186	4.13538733222654	0	2.43189844823143
51	2	7	31	1	130.111793761832	213.842556785607	366	0.608446680200696	145.574884125673	241.54998558653	412	0.602669810855871	512.805821355955	922.956871894821	1261	0.555611900156472	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	1	80	80	40	7012.64554007462	5007.86934917925	1421.62972778977	79.1088105060686	14.3337450105214	78.7575855469888	19.9827893934079	38.9319675135186	34.796580181292	5.64904438288652	14.8137907878841
52	2	7	31	0	75.1119221926783	125.906272805069	138	0.59657013522248	276.700921042207	504.620102420579	602	0.548335113315776	205.289081947686	361.925345479555	494	0.567213886818773	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	1	80	80	40	7012.64554007462	2004.77619089537	2702.1574320528	79.1088105060686	8.2746929300717	0	0	39.4308973349146	10.7037247344609	0	2.42903180438924
52	2	7	31	1	201.588998849528	378.713829615511	464	0.532299015998945	276.700921042207	504.620102420579	602	0.548335113315776	512.805821355955	922.956871894821	1261	0.555611900156472	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	1	80	80	40	7012.64554007462	5007.86934917925	2702.1574320528	79.1088105060686	22.2080199103602	78.7575855469888	30.9603794673053	39.4308973349146	28.7271726004536	8.75235955694515	0
53	2	7	31	0	0.639231197099143	1.63429545131196	5	0.391135639878327	3.99415160688393	8.896440248836	20	0.448960651133078	205.289081947686	361.925345479555	494	0.567213886818773	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	0	80	80	0	7012.64554007462	2004.77619089537	39.0053867859759	79.1088105060686	0.0704208028886411	0	0	0	0	0	0
53	2	7	31	1	3.35492040978478	7.26214479752404	15	0.461973769915551	3.99415160688393	8.896440248836	20	0.448960651133078	512.805821355955	922.956871894821	1261	0.555611900156472	718.094903303641	1284.88221737438	1755	0.558879945253697	512.805821355955	0.714119845436529	1	0	80	80	0	7012.64554007462	5007.86934917925	39.0053867859759	79.1088105060686	0.369594271926454	78.7575855469888	0.515254351985128	0	0	0.145660080058674	0
55	2	7	32	0	15.7022122229102	31.1106965798877	34	0.504720689316267	69.4822953566945	125.315700131	249	0.55445802308937	15.7022122229102	31.1106965798877	34	0.504720689316267	71.579506871244	128.088359998502	256	0.558829130703843	55.8772946483338	0.780632573354339	1	1	80	80	40	699.018621789492	153.341916239357	678.538040592719	71.8768011163234	15.7674288964098	0	0	37.8258992391381	8.54822504533361	0	0
55	2	7	32	1	53.7800831337843	94.205003551112	215	0.570883510498519	69.4822953566945	125.315700131	249	0.55445802308937	55.8772946483338	96.9776634186146	222	0.576187264969804	71.579506871244	128.088359998502	256	0.558829130703843	55.8772946483338	0.780632573354339	1	1	80	80	40	699.018621789492	545.676705550135	678.538040592719	71.8768011163234	54.0034502665633	69.8827666473746	67.2598955187019	37.8258992391381	29.2776741938045	13.2564452521386	0
56	2	7	32	1	2.09721151454949	2.7726598675026	7	0.756389753799299	2.09721151454949	2.7726598675026	7	0.756389753799299	55.8772946483338	96.9776634186146	222	0.576187264969804	71.579506871244	128.088359998502	256	0.558829130703843	55.8772946483338	0.780632573354339	1	0	80	80	0	699.018621789492	545.676705550135	20.4805811967724	71.8768011163234	2.10592195335024	69.8827666473746	2.62287112867264	0	0	0.516949175322401	0
58	2	7	33	0	0.496352116789029	0.867834092397971	10	0.571943555959556	4.76636865855477	9.07560393156367	46	0.525184736409443	774.354204491162	1288.98424324981	1688	0.600747610799997	990.591149903711	1649.77693400016	2187	0.600439446987452	216.236945412549	0.218290810929987	0	0	0	0	0	9673.74169827843	7562.052778234	46.5465689311989	0	0	0	0	0	0	0	0
58	2	7	33	1	4.27001654176574	8.2077698391657	36	0.520240774953282	4.76636865855477	9.07560393156367	46	0.525184736409443	216.236945412549	360.792690750358	499	0.599338487048701	990.591149903711	1649.77693400016	2187	0.600439446987452	216.236945412549	0.218290810929987	0	0	0	0	0	9673.74169827843	2111.68892004442	46.5465689311989	0	0	0	0	0	0	0	0
59	2	7	33	0	772.32899910863	1285.38938760313	1673	0.600852167099961	928.306786162028	1574.04797872495	2021	0.589757617753175	774.354204491162	1288.98424324981	1688	0.600747610799997	990.591149903711	1649.77693400016	2187	0.600439446987452	216.236945412549	0.218290810929987	0	0	0	0	0	9673.74169827843	7562.052778234	9065.49595861355	0	0	0	0	0	0	0	0
59	2	7	33	1	155.977787053398	288.658591121825	348	0.540353870803622	928.306786162028	1574.04797872495	2021	0.589757617753175	216.236945412549	360.792690750358	499	0.599338487048701	990.591149903711	1649.77693400016	2187	0.600439446987452	216.236945412549	0.218290810929987	0	0	0	0	0	9673.74169827843	2111.68892004442	9065.49595861355	0	0	0	0	0	0	0	0
